election_id,election_name,election_date,state,total_seats,pollster,predictions_json,actual_results_json,source
assam_2026,2026 Assam Legislative Assembly election,2026-05-04,Assam,126,Peoples Pulse,"{""NDA"": [83, 91], ""ASOM"": [23, 30], ""Others"": [3, 6]}","{""NDA"": 102, ""ASOM"": 21, ""Others"": 3}","Wikipedia: 2026 Assam Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Assam_Legislative_Assembly_election"
assam_2026,2026 Assam Legislative Assembly election,2026-05-04,Assam,126,Vote Vibe,"{""NDA"": [90, 100], ""ASOM"": [23, 33], ""Others"": [0, 6]}","{""NDA"": 102, ""ASOM"": 21, ""Others"": 3}","Wikipedia: 2026 Assam Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Assam_Legislative_Assembly_election"
assam_2026,2026 Assam Legislative Assembly election,2026-05-04,Assam,126,Matrize,"{""NDA"": [89, 95], ""ASOM"": [25, 32], ""Others"": [6, 12]}","{""NDA"": 102, ""ASOM"": 21, ""Others"": 3}","Wikipedia: 2026 Assam Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Assam_Legislative_Assembly_election"
assam_2026,2026 Assam Legislative Assembly election,2026-05-04,Assam,126,JVC,"{""NDA"": [88, 101], ""ASOM"": [23, 33], ""Others"": [2, 5]}","{""NDA"": 102, ""ASOM"": 21, ""Others"": 3}","Wikipedia: 2026 Assam Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Assam_Legislative_Assembly_election"
assam_2026,2026 Assam Legislative Assembly election,2026-05-04,Assam,126,Axis My India,"{""NDA"": [88, 100], ""ASOM"": [24, 36], ""Others"": [0, 3]}","{""NDA"": 102, ""ASOM"": 21, ""Others"": 3}","Wikipedia: 2026 Assam Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Assam_Legislative_Assembly_election"
assam_2026,2026 Assam Legislative Assembly election,2026-05-04,Assam,126,Janmat,"{""NDA"": [87, 98], ""ASOM"": [29, 30], ""Others"": [0, 0]}","{""NDA"": 102, ""ASOM"": 21, ""Others"": 3}","Wikipedia: 2026 Assam Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Assam_Legislative_Assembly_election"
assam_2026,2026 Assam Legislative Assembly election,2026-05-04,Assam,126,P-Marq,"{""NDA"": [82, 94], ""ASOM"": [30, 40], ""Others"": [1, 5]}","{""NDA"": 102, ""ASOM"": 21, ""Others"": 3}","Wikipedia: 2026 Assam Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Assam_Legislative_Assembly_election"
assam_2026,2026 Assam Legislative Assembly election,2026-05-04,Assam,126,Today's Chankya,"{""NDA"": [93, 111], ""ASOM"": [14, 32], ""Others"": [0, 2]}","{""NDA"": 102, ""ASOM"": 21, ""Others"": 3}","Wikipedia: 2026 Assam Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Assam_Legislative_Assembly_election"
kerala_2026,2026 Kerala Legislative Assembly election,2026-05-04,Kerala,140,Todays Chanakya,"{""LDF"": [55, 73], ""UDF"": [60, 78], ""NDA"": [3, 11]}","{""UDF"": 102, ""LDF"": 35, ""NDA"": 3}","Wikipedia: 2026 Kerala Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Kerala_Legislative_Assembly_election"
kerala_2026,2026 Kerala Legislative Assembly election,2026-05-04,Kerala,140,Manorama News - CVoter,"{""LDF"": [44, 56], ""UDF"": [82, 94], ""NDA"": [1, 3]}","{""UDF"": 102, ""LDF"": 35, ""NDA"": 3}","Wikipedia: 2026 Kerala Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Kerala_Legislative_Assembly_election"
kerala_2026,2026 Kerala Legislative Assembly election,2026-05-04,Kerala,140,Axis My India,"{""LDF"": [47, 57], ""UDF"": [83, 93], ""NDA"": [0, 3]}","{""UDF"": 102, ""LDF"": 35, ""NDA"": 3}","Wikipedia: 2026 Kerala Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Kerala_Legislative_Assembly_election"
kerala_2026,2026 Kerala Legislative Assembly election,2026-05-04,Kerala,140,Times Now -JVC,"{""LDF"": [52, 61], ""UDF"": [72, 84], ""NDA"": [3, 7]}","{""UDF"": 102, ""LDF"": 35, ""NDA"": 3}","Wikipedia: 2026 Kerala Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Kerala_Legislative_Assembly_election"
kerala_2026,2026 Kerala Legislative Assembly election,2026-05-04,Kerala,140,Chanakya Strategies,"{""LDF"": [58, 64], ""UDF"": [72, 80], ""NDA"": [1, 3]}","{""UDF"": 102, ""LDF"": 35, ""NDA"": 3}","Wikipedia: 2026 Kerala Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Kerala_Legislative_Assembly_election"
kerala_2026,2026 Kerala Legislative Assembly election,2026-05-04,Kerala,140,P-Marq,"{""LDF"": [62, 69], ""UDF"": [71, 79], ""NDA"": [1, 4]}","{""UDF"": 102, ""LDF"": 35, ""NDA"": 3}","Wikipedia: 2026 Kerala Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Kerala_Legislative_Assembly_election"
kerala_2026,2026 Kerala Legislative Assembly election,2026-05-04,Kerala,140,Matrize,"{""LDF"": [60, 65], ""UDF"": [70, 75], ""NDA"": [3, 5]}","{""UDF"": 102, ""LDF"": 35, ""NDA"": 3}","Wikipedia: 2026 Kerala Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Kerala_Legislative_Assembly_election"
kerala_2026,2026 Kerala Legislative Assembly election,2026-05-04,Kerala,140,People's Pulse,"{""LDF"": [55, 65], ""UDF"": [75, 85], ""NDA"": [0, 3]}","{""UDF"": 102, ""LDF"": 35, ""NDA"": 3}","Wikipedia: 2026 Kerala Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Kerala_Legislative_Assembly_election"
kerala_2026,2026 Kerala Legislative Assembly election,2026-05-04,Kerala,140,People Insight,"{""LDF"": [58, 68], ""UDF"": [66, 76], ""NDA"": [10, 14]}","{""UDF"": 102, ""LDF"": 35, ""NDA"": 3}","Wikipedia: 2026 Kerala Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Kerala_Legislative_Assembly_election"
kerala_2026,2026 Kerala Legislative Assembly election,2026-05-04,Kerala,140,Journo Mirror,"{""LDF"": [55, 65], ""UDF"": [65, 80], ""NDA"": [0, 5]}","{""UDF"": 102, ""LDF"": 35, ""NDA"": 3}","Wikipedia: 2026 Kerala Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Kerala_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,Agni News Agency,"{""SPA"": [169, 169], ""AIADMK+"": [64, 64], ""TVK"": [1, 1], ""Others"": [0, 0]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,Axis My India,"{""SPA"": [92, 110], ""AIADMK+"": [22, 32], ""TVK"": [98, 120], ""Others"": [0, 0]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,Chanakya Strategies,"{""SPA"": [145, 160], ""AIADMK+"": [50, 65], ""TVK"": [13, 18], ""Others"": [5, 8]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,JVC,"{""SPA"": [75, 97], ""AIADMK+"": [128, 147], ""TVK"": [8, 15], ""Others"": [0, 0]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,Kamakhya Analytics,"{""SPA"": [78, 95], ""AIADMK+"": [68, 84], ""TVK"": [67, 81], ""Others"": [0, 0]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,Matrize,"{""SPA"": [122, 132], ""AIADMK+"": [87, 110], ""TVK"": [10, 12], ""Others"": [0, 6]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,P Marq,"{""SPA"": [125, 145], ""AIADMK+"": [65, 85], ""TVK"": [16, 26], ""Others"": [1, 6]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,People Insight,"{""SPA"": [122, 140], ""AIADMK+"": [60, 70], ""TVK"": [30, 40], ""Others"": [0, 4]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,People's Pulse,"{""SPA"": [125, 145], ""AIADMK+"": [65, 80], ""TVK"": [18, 24], ""Others"": [2, 6]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,Political Laboratory,"{""SPA"": [135, 140], ""AIADMK+"": [82, 85], ""TVK"": [10, 14], ""Others"": [0, 0]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,Praja Poll,"{""SPA"": [148, 168], ""AIADMK+"": [61, 81], ""TVK"": [0, 0], ""Others"": [0, 0]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,Spick Media,"{""SPA"": [89, 101], ""AIADMK+"": [124, 127], ""TVK"": [4, 6], ""Others"": [0, 0]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,Today's Chanakya,"{""SPA"": [114, 136], ""AIADMK+"": [34, 56], ""TVK"": [52, 74], ""Others"": [0, 2]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,Vote Vibe,"{""SPA"": [103, 113], ""AIADMK+"": [114, 124], ""TVK"": [4, 10], ""Others"": [0, 0]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
tamil_nadu_2026,2026 Tamil Nadu Legislative Assembly election,2026-05-04,Tamil Nadu,234,Minnambalam,"{""SPA"": [155, 155], ""AIADMK+"": [72, 72], ""TVK"": [5, 5], ""Others"": [0, 0]}","{""SPA"": 73, ""AIADMK+"": 53, ""TVK"": 108, ""Others"": 0}","Wikipedia: 2026 Tamil Nadu Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election"
puducherry_2026,2026 Puducherry Legislative Assembly election,2026-05-04,Puducherry,30,Axis My India,"{""NDA"": [16, 20], ""SPA"": [6, 8], ""TVK+"": [2, 4], ""Others"": [1, 3]}","{""NDA"": 18, ""SPA"": 6, ""TVK+"": 3, ""Others"": 3}","Wikipedia: 2026 Puducherry Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Puducherry_Legislative_Assembly_election"
puducherry_2026,2026 Puducherry Legislative Assembly election,2026-05-04,Puducherry,30,Kamakhya Analytics,"{""NDA"": [17, 24], ""SPA"": [4, 7], ""TVK+"": [1, 7], ""Others"": [0, 1]}","{""NDA"": 18, ""SPA"": 6, ""TVK+"": 3, ""Others"": 3}","Wikipedia: 2026 Puducherry Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Puducherry_Legislative_Assembly_election"
puducherry_2026,2026 Puducherry Legislative Assembly election,2026-05-04,Puducherry,30,People's Pulse,"{""NDA"": [16, 19], ""SPA"": [10, 12], ""TVK+"": [1, 3], ""Others"": [1, 2]}","{""NDA"": 18, ""SPA"": 6, ""TVK+"": 3, ""Others"": 3}","Wikipedia: 2026 Puducherry Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Puducherry_Legislative_Assembly_election"
puducherry_2026,2026 Puducherry Legislative Assembly election,2026-05-04,Puducherry,30,Praja Poll,"{""NDA"": [19, 25], ""SPA"": [6, 10], ""TVK+"": [1, 6], ""Others"": [0, 0]}","{""NDA"": 18, ""SPA"": 6, ""TVK+"": 3, ""Others"": 3}","Wikipedia: 2026 Puducherry Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Puducherry_Legislative_Assembly_election"
puducherry_2026,2026 Puducherry Legislative Assembly election,2026-05-04,Puducherry,30,JVC,"{""NDA"": [15, 17], ""SPA"": [11, 13], ""TVK+"": [1, 2], ""Others"": [0, 1]}","{""NDA"": 18, ""SPA"": 6, ""TVK+"": 3, ""Others"": 3}","Wikipedia: 2026 Puducherry Legislative Assembly election, https://en.wikipedia.org/wiki/2026_Puducherry_Legislative_Assembly_election"
west_bengal_2026,2026 West Bengal Legislative Assembly election,2026-05-04,West Bengal,294,P-MARQ,"{""AITC+"": [118, 138], ""BJP"": [150, 175], ""Others"": [2, 6]}","{""AITC+"": 80, ""BJP"": 208, ""Others"": 6}","Wikipedia: 2026 West Bengal Legislative Assembly election, https://en.wikipedia.org/wiki/2026_West_Bengal_Legislative_Assembly_election"
west_bengal_2026,2026 West Bengal Legislative Assembly election,2026-05-04,West Bengal,294,Matrize,"{""AITC+"": [125, 140], ""BJP"": [146, 161], ""Others"": [6, 10]}","{""AITC+"": 80, ""BJP"": 208, ""Others"": 6}","Wikipedia: 2026 West Bengal Legislative Assembly election, https://en.wikipedia.org/wiki/2026_West_Bengal_Legislative_Assembly_election"
west_bengal_2026,2026 West Bengal Legislative Assembly election,2026-05-04,West Bengal,294,Chanakya Strategies,"{""AITC+"": [130, 140], ""BJP"": [150, 160], ""Others"": [6, 10]}","{""AITC+"": 80, ""BJP"": 208, ""Others"": 6}","Wikipedia: 2026 West Bengal Legislative Assembly election, https://en.wikipedia.org/wiki/2026_West_Bengal_Legislative_Assembly_election"
west_bengal_2026,2026 West Bengal Legislative Assembly election,2026-05-04,West Bengal,294,People's Pulse,"{""AITC+"": [177, 187], ""BJP"": [95, 110], ""Others"": [0, 2]}","{""AITC+"": 80, ""BJP"": 208, ""Others"": 6}","Wikipedia: 2026 West Bengal Legislative Assembly election, https://en.wikipedia.org/wiki/2026_West_Bengal_Legislative_Assembly_election"
west_bengal_2026,2026 West Bengal Legislative Assembly election,2026-05-04,West Bengal,294,JVC,"{""AITC+"": [131, 152], ""BJP"": [138, 159], ""Others"": [0, 2]}","{""AITC+"": 80, ""BJP"": 208, ""Others"": 6}","Wikipedia: 2026 West Bengal Legislative Assembly election, https://en.wikipedia.org/wiki/2026_West_Bengal_Legislative_Assembly_election"
west_bengal_2026,2026 West Bengal Legislative Assembly election,2026-05-04,West Bengal,294,Poll Diary,"{""AITC+"": [99, 127], ""BJP"": [142, 171], ""Others"": [5, 9]}","{""AITC+"": 80, ""BJP"": 208, ""Others"": 6}","Wikipedia: 2026 West Bengal Legislative Assembly election, https://en.wikipedia.org/wiki/2026_West_Bengal_Legislative_Assembly_election"
west_bengal_2026,2026 West Bengal Legislative Assembly election,2026-05-04,West Bengal,294,Praja Poll,"{""AITC+"": [85, 110], ""BJP"": [178, 208], ""Others"": [0, 5]}","{""AITC+"": 80, ""BJP"": 208, ""Others"": 6}","Wikipedia: 2026 West Bengal Legislative Assembly election, https://en.wikipedia.org/wiki/2026_West_Bengal_Legislative_Assembly_election"
west_bengal_2026,2026 West Bengal Legislative Assembly election,2026-05-04,West Bengal,294,People's Insight,"{""AITC+"": [138, 150], ""BJP"": [144, 154], ""Others"": [0, 2]}","{""AITC+"": 80, ""BJP"": 208, ""Others"": 6}","Wikipedia: 2026 West Bengal Legislative Assembly election, https://en.wikipedia.org/wiki/2026_West_Bengal_Legislative_Assembly_election"
west_bengal_2026,2026 West Bengal Legislative Assembly election,2026-05-04,West Bengal,294,Today's Chanakya,"{""AITC+"": [89, 111], ""BJP"": [181, 203], ""Others"": [0, 4]}","{""AITC+"": 80, ""BJP"": 208, ""Others"": 6}","Wikipedia: 2026 West Bengal Legislative Assembly election, https://en.wikipedia.org/wiki/2026_West_Bengal_Legislative_Assembly_election"
west_bengal_2026,2026 West Bengal Legislative Assembly election,2026-05-04,West Bengal,294,CNN-News18 - VoteVibe,"{""AITC+"": [127, 147], ""BJP"": [143, 163], ""Others"": [0, 6]}","{""AITC+"": 80, ""BJP"": 208, ""Others"": 6}","Wikipedia: 2026 West Bengal Legislative Assembly election, https://en.wikipedia.org/wiki/2026_West_Bengal_Legislative_Assembly_election"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,Matrize,"{""AAP"": [32, 37], ""NDA"": [35, 40], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,P-Marq,"{""AAP"": [21, 31], ""NDA"": [39, 49], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,People's Insight,"{""AAP"": [15, 15], ""NDA"": [54, 54], ""INC"": [1, 1], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election"
